Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBath,HouseAge,RemodAge,HasBasement,HasGarage,HasFireplace,OverallScore,ExteriorScore,BsmtScore,Qual_X_GrLivArea,Qual_X_TotalSF,Qual_X_LotArea,BsmtQual_X_BsmtFinSF1,YearBuilt_X_Qual,TotalSF2,Nbhd_X_Qual,Nbhd_X_GrLivArea,TotalPorchSF,LivAreaRatio,BsmtFinRatio,GaragePerCar,PorchRatio,BathPerRoom,BedroomRatio,RoomPerSqFt,QualPerSqFt,RemodRatio,LivAreaPerRoom,MasVnrRatio,WoodDeckRatio,YearsSinceRemod,GarageAge,KitchenQual_Ord,HeatingQC_Ord,GarageQual_Ord,GarageCond_Ord,BsmtCond_Ord,FireplaceQu_Ord,Functional_Ord,PavedDrive_Ord,BsmtExposure_Ord,BsmtFinType1_Ord,BsmtFinType2_Ord,LotShape_Ord,LandSlope_Ord,ExterQual_Ord,ExterCond_Ord,BsmtQual_Ord,TotalQualScore,Nbhd_GrLivArea_mean,Nbhd_GrLivArea_std,Nbhd_TotalSF_mean,Nbhd_TotalSF_std,Nbhd_LotArea_mean,Nbhd_LotArea_std,Nbhd_OverallQual_mean,Nbhd_OverallQual_std,Nbhd_YearBuilt_mean,Nbhd_YearBuilt_std,Nbhd_Count,GrLivArea_Z,TotalSF_Z,LotArea_Z,OverallQual_Z,YearBuilt_Z,MoSold_sin,MoSold_cos,DecadeBuilt,DecadeRemod,YrSold_minus_YearBuilt,OverallQual_X_TotalBath,GrLivArea_X_TotalBath,OverallQual_X_Fireplaces,GarageCars_X_GarageArea
852,120,RL,,3196,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,GasA,Ex,Y,SBrkr,1456,0,0,1456,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2,400,TA,TA,Y,143,20,0,0,0,0,,,,0,5,2006,WD,Normal,215000,3129,2.0,3,3,1,1,1,40,7,4,11648,25032,25568,0,16024,9790641,57.411764705882355,2079082.3529411766,163,0.455426962777604,0.0,200.0,0.0509852987175477,0.25,0.25,0.004804392587508579,0.00549073438572409,0.0,182.0,0.027453671928620454,0.044729433844228964,3,3.0,4,5,3,3,3,3,7,3,4,1,1,4,3,4,3,4,45,1427.9411764705883,138.17808734936742,3255.1176470588234,275.99046232454776,3398.176470588235,371.9350136942806,7.176470588235294,0.39295262399668784,2005.235294117647,1.2514697241996022,17,0.20160374426599162,-0.45531404222522387,-0.5421225231320664,0.5912113574988778,-0.9928155345023436,0.49999999999999994,-0.8660254037844387,2000,2000,3,16.0,2912.0,8,800
853,75,RL,53.0,7128,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,0,554,918,GasA,Gd,Y,SBrkr,918,728,0,1646,0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1,240,TA,TA,Y,0,0,0,0,126,0,,MnPrv,,0,8,2007,WD,Normal,164000,2804,2.0,66,57,1,1,1,35,7,3,11522,19628,49896,1092,13587,7862416,43.92156862745098,2948986.5098039214,126,0.23088792256978538,0.39608269858541895,240.0,0.017674288118950766,0.25,0.5,0.004250151791135397,0.004250151791135397,0.13432835820895522,205.75,0.0,0.0,57,66.0,3,4,3,3,3,4,7,3,1,3,1,4,3,3,4,3,42,1791.6078431372548,544.5491007588341,3234.5882352941176,844.4855754000913,11809.686274509804,5315.343377394151,6.2745098039215685,1.0213409102263362,1941.549019607843,23.425041067618373,51,-0.26690144468155275,-0.5092792211036354,-0.8806214990583567,0.3589153083520166,-0.022477735301373078,-0.8660254037844385,-0.5000000000000004,1940,1950,66,14.0,3292.0,14,240
854,80,RL,,12095,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,1127,GasA,TA,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1964.0,RFn,2,645,TA,TA,Y,180,0,0,0,0,0,,MnPrv,,0,8,2009,WD,Normal,158000,3217,1.5,45,45,1,1,1,36,7,3,8670,19302,72570,1692,11784,10349089,32.160000000000004,1893399.5555555555,180,0.11946097883597884,0.5,322.5,0.01488095238095238,0.1875,0.375,0.004840940525587829,0.004149377593360996,0.0,180.625,0.07952973720608575,0.01488095238095238,45,45.0,3,3,3,3,3,2,7,3,4,3,1,3,3,3,4,3,39,1310.3111111111111,413.4982521891623,2763.5422222222223,713.3425026669244,10139.915555555555,3250.1387576117677,5.36,0.8233208019096458,1959.9955555555555,8.770637793318546,225,0.3249444073106046,0.6347904206803314,0.6013537379378471,0.35100789687130146,0.4098447336961846,-0.8660254037844385,-0.5000000000000004,1960,1960,45,9.0,2167.5,6,1290
855,20,RL,102.0,17920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,GasA,TA,Y,SBrkr,1779,0,0,1779,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,2,454,TA,TA,Y,0,418,0,0,312,0,,,,0,7,2006,WD,Abnorml,170000,3996,2.5,51,32,1,1,1,20,6,3,8895,19980,89600,918,9775,15968016,25.135135135135137,2161725.4054054054,730,0.09926901400591485,0.7885487528344671,227.0,0.040734334021538976,0.35714285714285715,0.42857142857142855,0.0033707865168539327,0.0028089887640449437,0.36538461538461536,254.14285714285714,0.0,0.0,32,51.0,3,3,3,3,3,4,7,3,2,5,3,4,3,3,3,3,37,1215.1351351351352,344.62488339564356,2577.9594594594596,559.9667416540092,10459.283783783783,3456.18901499971,5.027027027027027,0.5227161143927312,1963.6756756756756,14.071352524401286,74,1.6314359641154588,2.527851359528822,2.158029596833265,-0.01774922243980175,-0.5756401531733307,-0.4999999999999997,-0.8660254037844388,1950,1970,51,12.5,4447.5,5,908
856,20,RL,,6897,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,GasA,Ex,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,6,Typ,0,,Detchd,1962.0,Unf,1,260,TA,TA,Y,0,104,0,0,0,0,,,,0,4,2010,WD,Normal,127000,2340,2.5,48,0,1,1,0,40,7,3,5200,11700,34485,1977,9810,5475600,25.135135135135137,1263740.5405405406,104,0.15076833864888373,0.633045148895293,260.0,0.015076833864888374,0.35714285714285715,0.42857142857142855,0.005763688760806916,0.004803073967339097,0.9795918367346939,148.57142857142858,0.0,0.0,0,48.0,3,5,3,3,3,0,7,3,1,5,1,3,3,3,4,3,40,1215.1351351351352,344.62488339564356,2577.9594594594596,559.9667416540092,10459.283783783783,3456.18901499971,5.027027027027027,0.5227161143927312,1963.6756756756756,14.071352524401286,74,-0.5067202726102755,-0.42419530747551387,-1.0303989074152726,-0.01774922243980175,-0.11118283332319487,0.8660254037844387,-0.4999999999999998,1960,2010,48,12.5,2600.0,0,260
857,80,RL,,10970,Pave,,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,GasA,TA,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1981.0,Unf,2,576,TA,Fa,Y,0,0,34,0,0,0,,MnPrv,,0,10,2008,WD,Normal,147000,2542,2.0,30,30,1,1,0,36,6,4,6156,15252,65820,2020,11868,6461764,39.839999999999996,1518993.0,34,0.09351927809680066,0.9989373007438895,288.0,0.003099079391122049,0.3333333333333333,0.5,0.004868549172346641,0.005842259006815969,0.0,171.0,0.0,0.0,30,27.0,3,3,3,2,4,0,7,3,4,6,2,3,2,3,3,4,37,1480.5,430.93246407134853,3190.6666666666665,732.1432605132611,9619.146666666667,2344.7755445209355,6.64,1.0380673834667236,1997.8866666666668,10.436472356944657,150,-1.0522478345710167,-0.8847747795056399,0.5758664065232251,-0.3140229833379546,-1.7388811904564991,-0.8660254037844386,0.5000000000000001,1970,1970,30,12.0,2052.0,0,1152
858,60,RL,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,702,702,GasA,Gd,Y,SBrkr,702,779,0,1481,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1994.0,Fin,2,343,TA,TA,Y,0,36,0,0,0,0,,,,0,3,2009,WD,Normal,174000,2526,2.5,15,14,1,1,1,30,6,4,8886,15156,48750,0,11964,6380676,39.34177215189874,2430789.670886076,36,0.18225449175486094,0.0,171.5,0.004430223972434162,0.35714285714285715,0.42857142857142855,0.004048582995951417,0.004048582995951417,0.0625,211.57142857142858,0.0,0.0,14,15.0,3,4,3,3,3,3,7,3,1,1,1,4,3,3,3,4,40,1641.3164556962026,297.6757633908979,2962.987341772152,481.48979523416494,11379.151898734177,4679.548479995796,6.556962025316456,0.7803161003645593,1998.253164556962,10.508199917122555,79,-0.5367574987542102,-0.9056924023855686,-0.6952501213569525,-0.3128444579040799,-0.3695768745409018,1.0,6.123233995736766e-17,1990,1990,15,15.0,3702.5,6,686
859,20,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1090,1090,GasA,TA,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,RFn,2,479,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,6,2009,WD,Family,152000,2939,2.0,33,33,1,1,1,35,6,4,9590,20573,72800,0,13832,8637721,44.301369863013704,2367059.7260273974,0,0.1317181040284588,0.0,239.5,0.0,0.2857142857142857,0.42857142857142855,0.00437636761487965,0.005105762217359592,0.0,195.71428571428572,0.13785557986870897,0.0,33,33.0,3,3,3,3,3,3,7,3,1,1,1,4,3,3,3,4,40,1727.7808219178082,416.36019550969394,3415.1369863013697,601.1969846127458,11833.630136986301,2682.9986101108825,6.328767123287672,0.7275299635018467,1975.6301369863013,6.703040042720016,73,-0.857247111169465,-0.7906665069197558,-0.534139671900603,0.38855064218491675,0.0480152007061491,1.2246467991473532e-16,-1.0,1970,1970,33,14.0,2740.0,7,958
860,60,RL,,11029,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,0,435,1054,GasA,TA,Y,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1968.0,Unf,2,619,TA,TA,Y,0,65,0,0,222,0,,,,0,8,2006,WD,Normal,250000,4327,3.5,38,22,1,1,1,42,6,3,15924,25962,66174,1857,11808,18722929,37.97260273972603,4585530.301369863,287,0.24061650045330915,0.5867298578199052,309.5,0.02601994560290118,0.35,0.4,0.003389830508474576,0.0022598870056497176,0.41025641025641024,265.4,0.08286252354048965,0.0,22,38.0,4,3,3,3,3,4,7,3,2,4,1,3,3,3,3,3,42,1727.7808219178082,416.36019550969394,3415.1369863013697,601.1969846127458,11833.630136986301,2682.9986101108825,6.328767123287672,0.7275299635018467,1975.6301369863013,6.703040042720016,73,2.2192321837281646,1.5142271333109067,-0.2997878366833655,-0.19031051862118406,-0.9905358071599771,-0.8660254037844385,-0.5000000000000004,1960,1980,38,21.0,9289.0,6,1238
861,50,RL,55.0,7642,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,912,912,GasA,Gd,Y,SBrkr,912,514,0,1426,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,216,TA,TA,Y,0,240,0,0,0,0,,GdPrv,,0,6,2007,WD,Normal,189950,2554,1.5,89,9,1,1,1,56,7,3,9982,17878,53494,0,13426,6522916,43.92156862745098,2554832.7843137253,240,0.18657595185136727,0.0,216.0,0.03140128221902394,0.1875,0.375,0.004905395935529082,0.004905395935529082,0.8888888888888888,178.25,0.0,0.0,9,82.0,4,4,3,3,3,4,7,3,1,1,1,4,3,4,3,3,46,1791.6078431372548,544.5491007588341,3234.5882352941176,844.4855754000913,11809.686274509804,5315.343377394151,6.2745098039215685,1.0213409102263362,1941.549019607843,23.425041067618373,51,-0.6701648717387872,-0.8049672934657189,-0.7839385040912519,0.3589153083520166,-0.9641342891768289,1.2246467991473532e-16,-1.0,1910,1990,89,10.5,2139.0,7,216
862,190,RL,75.0,11625,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,841,Unf,0,198,1039,GasA,Ex,Y,SBrkr,1039,0,0,1039,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1965.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2010,WD,Normal,131500,2582,2.5,45,45,1,1,0,20,6,3,5195,12910,58125,2523,9825,6666724,25.135135135135137,1262525.4054054054,0,0.08936865645965938,0.8086538461538462,252.0,0.0,0.35714285714285715,0.42857142857142855,0.0057692307692307696,0.004807692307692308,0.0,148.42857142857142,0.0,0.0,45,45.0,3,5,3,3,3,0,7,3,2,4,1,4,3,3,3,3,35,1215.1351351351352,344.62488339564356,2577.9594594594596,559.9667416540092,10459.283783783783,3456.18901499971,5.027027027027027,0.5227161143927312,1963.6756756756756,14.071352524401286,74,-0.5096135828088219,0.007202816567390217,0.33718613913168255,-0.01774922243980175,0.08787030375543477,0.8660254037844387,-0.4999999999999998,1960,1960,45,12.5,2597.5,0,1008
863,20,RL,81.0,9672,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,GasA,TA,Y,SBrkr,1097,0,0,1097,0,0,2,0,3,1,TA,6,Typ,0,,Attchd,1986.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,,GdPrv,,0,5,2010,WD,Normal,152000,2617,2.0,26,25,1,1,0,30,6,4,6582,15702,58032,1352,11904,6848689,37.932203389830505,1749733.593220339,0,0.11340845652848135,0.32468780019212296,240.0,0.0,0.2857142857142857,0.42857142857142855,0.00546448087431694,0.00546448087431694,0.037037037037037035,156.71428571428572,0.0,0.0,25,24.0,3,3,3,3,3,0,7,3,1,6,1,4,3,3,3,4,36,1595.0169491525423,507.98837522422264,3121.5423728813557,796.5045905886263,9923.796610169491,2262.590869043267,6.322033898305085,0.9366241281601614,1988.5593220338983,13.169022148968512,59,-0.9784446431279553,-0.6326513713343774,-0.11123768593213834,-0.16628621611310018,-0.32178099419727496,0.49999999999999994,-0.8660254037844387,1980,1980,26,12.0,2194.0,0,960
864,20,RL,70.0,7931,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1148,Unf,0,0,1148,GasA,TA,Y,SBrkr,1148,0,0,1148,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,Unf,1,672,TA,TA,Y,0,0,0,0,0,0,,GdPrv,,0,7,2009,WD,Normal,132500,2968,2.0,50,50,1,1,0,25,6,3,5740,14840,39655,3444,9795,8809024,26.8,1504237.1555555556,0,0.14473020675743822,0.999129677980853,672.0,0.0,0.2857142857142857,0.42857142857142855,0.005221932114882507,0.004351610095735422,0.0,164.0,0.0,0.0,50,50.0,3,3,3,3,3,0,7,3,1,4,1,4,3,3,3,3,34,1310.3111111111111,413.4982521891623,2763.5422222222223,713.3425026669244,10139.915555555555,3250.1387576117677,5.36,0.8233208019096458,1959.9955555555555,8.770637793318546,225,-0.39158454891876865,0.28621813347862624,-0.6794282619847908,-0.19744194199010737,-0.10189258640170598,-0.4999999999999997,-0.8660254037844388,1950,1950,50,10.0,2296.0,0,672
865,20,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1372,1372,GasA,Ex,Y,SBrkr,1372,0,0,1372,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2008.0,Fin,2,529,TA,TA,Y,0,140,0,0,0,0,,,,0,5,2008,New,Partial,250580,3273,2.0,1,0,1,1,0,35,7,5,9604,22911,60480,0,14049,10712529,51.360465116279066,2190605.395348837,140,0.15877791922231224,0.0,264.5,0.016201828492072676,0.2857142857142857,0.42857142857142855,0.004369992716678805,0.005098324836125273,0.5,196.0,0.0,0.0,0,0.0,4,5,3,3,3,0,7,3,1,1,1,4,3,4,3,5,42,1596.6511627906978,294.93743174729593,3360.3255813953488,666.610415228291,7840.872093023256,3742.981201871708,7.337209302325581,0.8060136492243652,2004.9883720930231,3.122948026715322,86,-0.7591170926377767,-0.13080320408945023,0.21344335451717564,-0.1867147031089181,0.4879100813161311,0.49999999999999994,-0.8660254037844387,2000,2000,1,14.0,2744.0,0,1058
866,20,RL,,8750,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,0,174,1002,GasA,TA,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1973.0,Unf,2,902,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2009,WD,Normal,148500,2906,2.0,39,39,1,1,0,30,6,3,5010,14530,43750,2484,9850,8444836,26.8,1312931.7333333334,0,0.11450119986287281,0.8255234297108675,451.0,0.0,0.3333333333333333,0.5,0.004985044865403789,0.004985044865403789,0.0,167.0,0.07577268195413758,0.0,39,36.0,3,3,3,3,3,0,7,3,1,4,1,3,3,3,3,3,35,1310.3111111111111,413.4982521891623,2763.5422222222223,713.3425026669244,10139.915555555555,3250.1387576117677,5.36,0.8233208019096458,1959.9955555555555,8.770637793318546,225,-0.743817638513006,0.19942503385410526,-0.427516528570612,-0.19744194199010737,1.0239295178136534,-0.8660254037844385,-0.5000000000000004,1970,1970,39,10.0,2004.0,0,1804
867,20,RL,67.0,10656,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1638,1638,GasA,Ex,Y,SBrkr,1646,0,0,1646,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,870,TA,TA,Y,192,80,0,0,0,0,,,,0,11,2007,New,Partial,248900,4154,2.0,1,0,1,1,1,40,7,4,13168,33232,85248,0,16048,17255716,57.26315789473684,2879460.421052632,272,0.1544524725532514,0.0,290.0,0.025523130336867785,0.2857142857142857,0.42857142857142855,0.0036429872495446266,0.004857316332726169,0.5,235.14285714285714,0.16636308439587127,0.018016327296612556,0,0.0,4,5,3,3,3,4,7,3,3,1,1,3,3,4,3,4,46,1749.3684210526317,391.57612363043734,3725.5,704.9918055877996,23664.236842105263,41074.7567599412,7.157894736842105,1.1974368073260142,1992.842105263158,17.03339536352754,38,-0.2633079671191121,0.6069475546436923,-0.3166889150242374,0.383221606350821,0.7296404515953698,-0.5000000000000004,0.8660254037844384,2000,2000,1,16.0,3292.0,8,2610
868,20,RL,85.0,6970,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932,Unf,0,108,1040,GasA,TA,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,Fa,5,Typ,0,,Attchd,1961.0,RFn,2,544,TA,TA,Y,168,0,0,0,0,0,,,Shed,400,5,2007,WD,Normal,129000,2704,2.5,46,46,1,1,0,20,6,3,4480,10816,27880,2796,7844,7311616,20.10810810810811,1360951.3513513515,168,0.16066561468942764,0.8952929875120077,272.0,0.024099842203414143,0.4166666666666667,0.5,0.0044603033006244425,0.003568242640499554,0.0,186.66666666666666,0.0,0.024099842203414143,46,46.0,2,3,3,3,3,0,7,3,1,5,1,4,3,3,3,3,32,1215.1351351351352,344.62488339564356,2577.9594594594596,559.9667416540092,10459.283783783783,3456.18901499971,5.027027027027027,0.5227161143927312,1963.6756756756756,14.071352524401286,74,-0.27525545672656954,0.2246845154650526,-1.0092834868573353,-0.6744704527124624,-0.1775338790160714,0.49999999999999994,-0.8660254037844387,1960,1960,46,10.0,2800.0,0,1088
869,60,RL,,14762,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,Gd,Y,SBrkr,1547,720,53,2320,0,0,2,0,2,1,TA,7,Typ,1,TA,Attchd,1979.0,Unf,2,672,TA,TA,P,120,144,0,0,0,0,,,,0,5,2006,WD,Normal,169000,2992,2.0,58,56,0,1,1,30,6,0,11600,14960,73810,0,9740,8952064,32.78481012658228,3807854.17721519,264,0.15714963083384137,0.0,336.0,0.017882544198333673,0.25,0.25,0.003015941404566997,0.002154243860404998,0.03389830508474576,290.0,0.0,0.00812842918106076,56,27.0,3,4,3,3,0,3,7,2,0,0,0,2,3,3,3,0,33,1641.3164556962026,297.6757633908979,2962.987341772152,481.48979523416494,11379.151898734177,4679.548479995796,6.556962025316456,0.7803161003645593,1998.253164556962,10.508199917122555,79,2.272308729033218,0.060131133371986605,0.7227460874988868,-0.8745424618682229,-4.366726761688637,0.49999999999999994,-0.8660254037844387,1940,1950,58,10.0,4640.0,5,1344
870,60,RL,80.0,9938,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750,Unf,0,300,1050,GasA,Ex,Y,SBrkr,1062,887,0,1949,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,Fin,2,574,TA,TA,Y,156,90,0,0,0,0,,GdPrv,,0,6,2010,WD,Normal,236000,3573,3.5,17,16,1,1,1,35,7,4,13643,25011,69566,3000,13951,12766329,44.25423728813559,3108688.033898305,246,0.19609618673910856,0.7136060894386299,287.0,0.024750980984002413,0.3888888888888889,0.3333333333333333,0.0041025641025641026,0.0035897435897435897,0.05555555555555555,216.55555555555554,0.12615384615384614,0.01569574403863568,16,17.0,4,5,3,3,3,3,7,3,1,6,1,4,3,4,3,4,44,1595.0169491525423,507.98837522422264,3121.5423728813557,796.5045905886263,9923.796610169491,2262.590869043267,6.322033898305085,0.9366241281601614,1988.5593220338983,13.169022148968512,59,0.695463920352835,0.5660878099591001,0.006274715994287517,0.3500762444486319,0.31340751107690085,1.2246467991473532e-16,-1.0,1990,1990,17,24.5,6821.5,7,1148
871,20,RL,60.0,6600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,Gd,N,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1962.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD,Normal,109500,2096,1.0,47,47,1,1,0,25,6,3,4470,10480,33000,0,9810,4393216,26.8,1171418.1333333333,0,0.1354340251477049,0.0,308.0,0.0,0.16666666666666666,0.3333333333333333,0.00558659217877095,0.00558659217877095,0.0,149.0,0.0,0.0,47,47.0,3,4,3,3,3,0,7,3,1,1,1,4,3,3,3,3,35,1310.3111111111111,413.4982521891623,2763.5422222222223,713.3425026669244,10139.915555555555,3250.1387576117677,5.36,0.8233208019096458,1959.9955555555555,8.770637793318546,225,-1.0043736225964144,-0.9344848160791526,-1.0888232768495918,-0.19744194199010737,0.20514980565702837,-0.8660254037844385,-0.5000000000000004,1960,1960,47,5.0,894.0,0,308
